"4","2014299977","Wed Jun 03 01:04:34 PDT 2009","NO_QUERY","LaverneLOVE","&amp;&amp; it's going to be so perfect that not even I will know what to do! Dreams are real, anything can become reality; iPROMISE! "
"0","2217573405","Wed Jun 17 21:03:52 PDT 2009","NO_QUERY","kschnur","@elizaheyheybeth yes we do! but i'm still a little pissed about ftsk "
"4","1979544664","Sun May 31 03:30:21 PDT 2009","NO_QUERY","dahnaaa","had an awesome rave last night "
"0","1966829630","Fri May 29 18:28:36 PDT 2009","NO_QUERY","Awesome_Cougars","@monster_laura I sent at least 10 of those. Hope you're ok   come on msn if you want an inappropriate and drunken chat. xx"
"4","1825770645","Sun May 17 06:47:23 PDT 2009","NO_QUERY","aliceaguiar","Eating brigadeiro at 10 am. What a life "
"4","1979905689","Sun May 31 04:58:39 PDT 2009","NO_QUERY","ruthseeley","@ajkeen @billt I made a movie for that @martinamis guy and never found out what the prize was. Of course it was a send up of Night Train. "
"0","1983424703","Sun May 31 13:07:48 PDT 2009","NO_QUERY","Jonloge","Enjoying some White Lime &amp; this beautiful weather for my last day in California! "
"4","2189113476","Mon Jun 15 23:16:17 PDT 2009","NO_QUERY","MadisenHill","@Lt_Algonquin Thanks so much "
"4","1759389717","Sun May 10 19:06:24 PDT 2009","NO_QUERY","lala03392","Hanging out With Miss Erika Joy tomorrow "
"4","1880233890","Fri May 22 00:32:20 PDT 2009","NO_QUERY","pompert","wasting away in the wastelands of a devistated d.c. with my lazer rifle in hand and with hawkes the big ass mutant. yeah i love fallout 3 "
"4","1754096314","Sun May 10 04:57:41 PDT 2009","NO_QUERY","nadia_dp","@xNele i know. I know only two of my followers "
"0","2072326580","Sun Jun 07 20:48:47 PDT 2009","NO_QUERY","Lecindab","Just can't get comfy in my bed tonight  maybe if I dream of the bed from vegas I might be able to sleep..."
"4","1983761441","Sun May 31 13:47:04 PDT 2009","NO_QUERY","alyciameeker","@Bridget_D hey i aint mad at u for the run...love to eat...that's why i work out!! hit me up if u eva wanta runnin partner "
"0","1995873420","Mon Jun 01 14:10:49 PDT 2009","NO_QUERY","druzilla47","@SupportSPN it still makes me seriously sad. I never got to say good bye. "
"0","2322925113","Wed Jun 24 23:33:04 PDT 2009","NO_QUERY","ValerieChaves","gets lonely at nite with out him "
"4","1978274592","Sat May 30 22:53:40 PDT 2009","NO_QUERY","pat3537","Accidentally scrobbled a Pink Floyd song   Purposely scrobbled many Ike  Reilly songs though "
"0","1986881141","Sun May 31 19:27:15 PDT 2009","NO_QUERY","bethie138","@daLoved1 i am , but @LiZAmtle said hers was exactly one month laters, same day!  i am so old "
"4","2063033239","Sun Jun 07 01:08:00 PDT 2009","NO_QUERY","sharmainerae","TMH at Myx right now!!! WOOOOOOO! "
"0","2226407931","Thu Jun 18 11:55:03 PDT 2009","NO_QUERY","txtornadoef5","i don't know why i'm doin my nails come Monday i'll be gettin back on my tractor i know they're gonna all break they always do "
"0","2184578523","Mon Jun 15 16:06:49 PDT 2009","NO_QUERY","jackillin","@DonnieWahlberg How will u make it up to us, all these fans that live on the otherside of the world who were so happy to see &amp; hear you? "
"4","1995255267","Mon Jun 01 13:11:53 PDT 2009","NO_QUERY","amon91","Going for a bit. "
"0","2182287354","Mon Jun 15 12:58:24 PDT 2009","NO_QUERY","jbmcdlts","I should be *freaking out* fainting and screaming for in now instead I am in bed with a splitting headache dosed on tablets "
"0","1992435201","Mon Jun 01 08:44:56 PDT 2009","NO_QUERY","andytweetslike","Had the longest walk home from school EVER! "
"4","2057835108","Sat Jun 06 13:45:08 PDT 2009","NO_QUERY","SunnySoPretty","People @ Me  I Like Talking To You Guys "
"4","1983222581","Sun May 31 12:44:32 PDT 2009","NO_QUERY","haselhurst","Went to Harrogate for tea. Had Thai. Was really nice. Off home now. Been a good day. "
"4","2065231754","Sun Jun 07 08:10:15 PDT 2009","NO_QUERY","damianward","6.81km in 30 mins..  new pb."
"4","1983290926","Sun May 31 12:52:29 PDT 2009","NO_QUERY","sarahstanley","@Timberwolf123 no worries! Just didn't want you to think I was slackn' lol! "
"0","1982097461","Sun May 31 10:31:18 PDT 2009","NO_QUERY","smaldor","@StevenJiba going to SO to see it? i still need to see it "
"4","1992851820","Mon Jun 01 09:25:36 PDT 2009","NO_QUERY","rachelr1977","YES, thank you ipod! how did you know that Gunships - Bedouin Soundclash was EXACTLY what i needed right now? wooo tunes "
"4","2014202810","Wed Jun 03 00:46:25 PDT 2009","NO_QUERY","annahhfreeman","hey twitter. i'm having fun "
"4","2067940220","Sun Jun 07 13:13:15 PDT 2009","NO_QUERY","PeachyPictures","I've eaten nothing all day. But I'm not hungry. So this is what it's like when you get 'past it'. Not in the ageing way. "
"4","1564565740","Mon Apr 20 04:04:08 PDT 2009","NO_QUERY","MissyKesson","@craigas I'll await your review on The Doves  Enjoy Champ x"
"4","1961298937","Fri May 29 09:17:16 PDT 2009","NO_QUERY","Lufti","@avins - Thanks! We already did that today  #charity"
"4","1834952457","Mon May 18 04:42:50 PDT 2009","NO_QUERY","faceforaradio","good morning, everyone  school now. off to tell the great tales of the boss &lt;3"
"0","2060863215","Sat Jun 06 19:43:31 PDT 2009","NO_QUERY","THEREALJMAC","@Tee622 OUCH..    U AIIGHT OVA THERE?  GOTTA BE CAREFUL HOMIE"
"0","2264468982","Sun Jun 21 03:58:27 PDT 2009","NO_QUERY","KateEdwards","@pressdarling YES! You know what sucks though, I already can't make the next one (financial) I'm down the coast    "
"0","2265636298","Sun Jun 21 07:00:27 PDT 2009","NO_QUERY","lucille_heather","i need SO much caffine to actaully keep me up "
"4","2062733429","Sun Jun 07 00:07:29 PDT 2009","NO_QUERY","Sweet_Trace","@billyraycyrus  should I bring bandaids to your show?  you're killin me!!!!"
"0","1678537675","Sat May 02 07:01:13 PDT 2009","NO_QUERY","lacrossecutie19","woke up to an empty house...  "
"4","1468614648","Tue Apr 07 02:44:35 PDT 2009","NO_QUERY","AmazingBecause","@sotodance come here and you sure will. I drag everyone that comes to visit to see Herbert "
"0","1676871229","Fri May 01 23:31:15 PDT 2009","NO_QUERY","NotoriousTIMP","*ugh* this cold is just beating me down  Damn sinus headaches! &gt; Goodnight everyone....."
"0","1995777660","Mon Jun 01 14:01:53 PDT 2009","NO_QUERY","J_Lizzie","i had a horrible migraine this morning! "
"0","2210545561","Wed Jun 17 11:43:05 PDT 2009","NO_QUERY","gigarcia","@gigarcia I have some nerdy moments too.  I have to go to my Maths class now.  so boring. bye, have a good night or maybe day don't know"
"4","1973879425","Sat May 30 12:00:43 PDT 2009","NO_QUERY","stevengmorris","I am a staveros flatley fan tho!!! "
"0","2052462671","Sat Jun 06 00:48:50 PDT 2009","NO_QUERY","FreshDigits","@countroshculla miss that too much "
"0","2191440984","Tue Jun 16 05:16:54 PDT 2009","NO_QUERY","chitowngal82","@riesquared I want cupcakes!  Sigh..I will be thinking of them all day long "
"4","1551301280","Sat Apr 18 08:41:26 PDT 2009","NO_QUERY","cam_may","@mickykewwy boooooooo. i dislike u. let me sleep peacefully. "
"4","1679108429","Sat May 02 08:33:17 PDT 2009","NO_QUERY","MandyPandy32","@chriss_yst Awww, that is a gorgeous thing to say!  x"
"4","1974889584","Sat May 30 14:01:24 PDT 2009","NO_QUERY","judiwhite","Adam Savage is a screw up just like me! "
"0","1836145278","Mon May 18 07:27:34 PDT 2009","NO_QUERY","durableheart29","just realized that her twitters have not been updating from her phone "
"4","2009606552","Tue Jun 02 15:58:41 PDT 2009","NO_QUERY","ChelseaJanee","trying not to eat...dinner tonight at the pearl st grill with my babe "
"0","2056836381","Sat Jun 06 11:53:11 PDT 2009","NO_QUERY","candidpat","I'm so tired now.. gotta sleep  Hope I can wake up for church at 9am. Tsk."
"0","2323940010","Thu Jun 25 01:52:40 PDT 2009","NO_QUERY","bookmarklee","@pennypower  It's probably one of those things where you sign in and the system sends an auto tweet even before you know what's going on "
"4","2017133145","Wed Jun 03 07:54:47 PDT 2009","NO_QUERY","LaurenStevie_Ox","On The Phone With Abbie Man "
"0","2303129342","Tue Jun 23 17:46:11 PDT 2009","NO_QUERY","KoreyMadness","Marks cousin gave us back our boa cause she is a Bitch while in her cage. "
"0","2245146284","Fri Jun 19 15:43:15 PDT 2009","NO_QUERY","MRNTRN","cleaned alll dayyyyyy phi wont buy me milk tea "
"0","1759962777","Sun May 10 20:20:51 PDT 2009","NO_QUERY","moniixmoore","ahhhhhhh siickness sux really bad. and colds suck aswell "
"0","1834806130","Mon May 18 04:15:45 PDT 2009","NO_QUERY","hannahhiles","@pandapoo And I thought *I* was your favourite! "
"0","2240770627","Fri Jun 19 10:08:32 PDT 2009","NO_QUERY","xocarrie","just got stung by something on my neck it hurts like a bitch!!  but in a few i'm gonna cut the grass. hopefully nothng else attacks me !"
"4","1760358402","Sun May 10 21:19:15 PDT 2009","NO_QUERY","143Brandon","@twitchtheripper what you mean DM???  &amp;&amp;Ily "
"0","2301913606","Tue Jun 23 16:04:57 PDT 2009","NO_QUERY","liamprescott","@Jamesizzle booooo. you never called meeee. "
"0","2054126398","Sat Jun 06 06:37:26 PDT 2009","NO_QUERY","2brunette","In bed, not at all well "
"4","1985700482","Sun May 31 17:36:30 PDT 2009","NO_QUERY","jshaegarner","Sunday night party at the pool. Pizza, friends, goood times "
"4","1985151668","Sun May 31 16:32:11 PDT 2009","NO_QUERY","bigbrobot","@JamieTrendy Me too BB t - 4 &amp; counting  #BB10 http://bit.ly/oqUu2 http://bit.ly/le3vJ http://bit.ly/uE7Kv ht... http://bit.ly/tKQxf"
"0","2059467235","Sat Jun 06 16:59:44 PDT 2009","NO_QUERY","spyder_byte","Fucked up dinner.  the peanut noodles are way too spicy. Another failure."
"4","1825201294","Sun May 17 04:46:44 PDT 2009","NO_QUERY","Haeche","@niknangia thanks! it keep me sane "
"4","1967776713","Fri May 29 20:11:32 PDT 2009","NO_QUERY","plasmaegg","@Reemski cool - will be exciting to meet lots of peeps IRL "
"0","2003603265","Tue Jun 02 06:49:54 PDT 2009","NO_QUERY","avidreader7","@Bwadoo  Sigh.  Did you bring lunch today?"
"0","1956549702","Thu May 28 22:07:20 PDT 2009","NO_QUERY","Sitta_28","i am doing nothing :B life's boring "
"4","1826382578","Sun May 17 08:22:40 PDT 2009","NO_QUERY","ashX2009","@_MikeNewton_ Hey .. How are you? "
"0","1983273532","Sun May 31 12:50:29 PDT 2009","NO_QUERY","mikemathewson11","Taking care of piggy  "
"0","2053561676","Sat Jun 06 04:59:20 PDT 2009","NO_QUERY","xphuong18","twitter api is maintaining  Tất cả các app g�?i api twitter đ�?u bị fail trong th�?i gian này. (twitterfox on firefox, tweetie on iphone ...)"
"0","2057212503","Sat Jun 06 12:34:55 PDT 2009","NO_QUERY","Machawtyhawt","I eat rice with my kfc chicken.....WTF who doesn't! Feels fat....  but never will be. Going to work. Lol gunna sing with queenie all shift"
"4","1973966926","Sat May 30 12:10:48 PDT 2009","NO_QUERY","Pauline180","@ladygaga your song 'love games' is great. okay. but nobody knows the lyrics. everybody writes another lyrics. ;) it's complicated "
"4","1975771893","Sat May 30 15:52:08 PDT 2009","NO_QUERY","kurtsevits","@mpchristoffels I think I'm going to the Rose Festival at some point.  And hopefully hitting up the gay bars  "
"0","2262230765","Sat Jun 20 22:07:12 PDT 2009","NO_QUERY","v_corningstone","I just realized that the opening of true blood has a picture of some kid in a kkk outfit. "
"0","2189531796","Tue Jun 16 00:15:22 PDT 2009","NO_QUERY","pinkglitterpink","Thinks it's horrid when people get sick "
"4","1836297661","Mon May 18 07:44:47 PDT 2009","NO_QUERY","Moni_Austria","Boys left port just a minute ago! Hasipfote grade eben nochmal gesch�ttelt  Cruise officially over! Now lets get this NYC!"
"0","2057209034","Sat Jun 06 12:34:31 PDT 2009","NO_QUERY","lo_blomlie","taking a nap.. I need a cuddle buddy  hmmm @tross24? hehe"
"4","2002974791","Tue Jun 02 05:36:20 PDT 2009","NO_QUERY","amanda_scott","At the minute it is literally as hot in London as it is in Orlando  hurrah are we going to hve a fab summer?"
"0","1573146542","Mon Apr 20 23:54:37 PDT 2009","NO_QUERY","procedura","still can't follow @warrenellis  I click and click and nothing happens"
"0","1973484141","Sat May 30 11:14:17 PDT 2009","NO_QUERY","inamood","Beautiful day out but with Bruiser's torn pad...we are inside, no dog parks this weekend "
"0","2321689811","Wed Jun 24 21:25:18 PDT 2009","NO_QUERY","joshalfafara","skipping my last class! Im really sleepy! Didnt sleep too well last night "
"4","2017122892","Wed Jun 03 07:53:47 PDT 2009","NO_QUERY","EJminho","Who can teach me how things here works? "
"0","1961042428","Fri May 29 08:53:52 PDT 2009","NO_QUERY","robert_james_ta","@emILLyschwindt thanks lady.... bummer for sure. "
"4","1984020426","Sun May 31 14:17:07 PDT 2009","NO_QUERY","ohhsodesixx","GABY :O - is finally on tumblr  http://tumblr.com/xj81x08lk"
"0","2048790836","Fri Jun 05 15:46:47 PDT 2009","NO_QUERY","ShawnCBerg","@garyvee Coca-Cola.. would've been some Publix Lemonade but it's all gone "
"4","1996805013","Mon Jun 01 15:43:21 PDT 2009","NO_QUERY","sparkica","@Belgrade It's the Eye of Sauron  Hide your ring, Frodo "
"4","2057764079","Sat Jun 06 13:37:01 PDT 2009","NO_QUERY","tweeteradder15","@redtricycle Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip "
"0","2254224565","Sat Jun 20 09:25:13 PDT 2009","NO_QUERY","KyleHigdon","lighting strikes my work  had to go in for a bit"
"0","1983223792","Sun May 31 12:44:41 PDT 2009","NO_QUERY","Nmojarra","Saying goodbye to Boston  so sad"
"0","2248678053","Fri Jun 19 21:00:29 PDT 2009","NO_QUERY","kajunmoon","okay now I really am pissed @thepjmorton and @ledisi were in concert in the ATL  together and I missed it "
"0","2015269400","Wed Jun 03 04:11:50 PDT 2009","NO_QUERY","buuuk","http://twitpic.com/6iwvz - My Mum's Cuisine - Service was really bad  too long a waiting time for bill, food n attention!"
"0","1985694271","Sun May 31 17:35:48 PDT 2009","NO_QUERY","LegendaryWriter","@Cult_of_Angels  like mine  "
"4","1694976031","Mon May 04 04:48:02 PDT 2009","NO_QUERY","HotMess4CCNK","@mandacrow good morning! "
"4","1957287494","Fri May 29 00:03:19 PDT 2009","NO_QUERY","daninrugby","@MrsSOsbourne welcome "
"0","2254737260","Sat Jun 20 10:12:25 PDT 2009","NO_QUERY","Poptart_85","Today is a stressful day just to try to get things done "
"0","2187573627","Mon Jun 15 20:28:59 PDT 2009","NO_QUERY","cwisteen","Tiff' Chan. &amp;We cannot afford Cue  http://yfrog.com/0vcyuj"
"0","1694474761","Mon May 04 02:47:44 PDT 2009","NO_QUERY","OneCraftyMumma","oh how sad, my Bella doesn't want a princess &amp; the pea set  She's requesting piles of mattresses for Bratz dolls instead. sigh."
"0","2002579405","Tue Jun 02 04:36:55 PDT 2009","NO_QUERY","rlhood","Eating breakfast at my desk, wishing my headache would go away "
"4","1986496309","Sun May 31 18:54:58 PDT 2009","NO_QUERY","kristent62010","made a new video with audrey! "
"4","1981101816","Sun May 31 08:25:16 PDT 2009","NO_QUERY","AkuaMinaj","NEVER GIVE SOMEONE YOUR ALL IF THEY AIN'T GONNA GIVE NOTHING TO YOU.. i'm on my fly girl ish tudaii noone can stop me "
"4","1986764841","Sun May 31 19:17:11 PDT 2009","NO_QUERY","kayroe83","@jaunty_j maybe the sooner we'll get frustrated. "
"0","2054069921","Sat Jun 06 06:28:48 PDT 2009","NO_QUERY","laurakim123","@johnwinsthegold Ah man just saw you also have a headache  We can be woe-is-us in headache hell!"
"4","1553706073","Sat Apr 18 14:59:37 PDT 2009","NO_QUERY","lexiloohoo","@nickyPHRESH I'll just watch for you.  silly, I can't give my number. ;)"
"4","1989824758","Mon Jun 01 02:56:40 PDT 2009","NO_QUERY","pavelegorkin","@wuthutter репозиторий isoftru.ru/beta - в�?егда �?ама�? �?вежа�? вер�?и�? квик �?м�? и по�?ледние продукты.  В том же репозитории е�?ть QuickChat ;)"
"4","1831219726","Sun May 17 18:27:08 PDT 2009","NO_QUERY","XChristyX12","Watching my sister run on the wii fit...she looks funny "
"4","1966748040","Fri May 29 18:19:39 PDT 2009","NO_QUERY","Kimelayne","ready for bed...can't wait for tomorrow, each boy has a baseball game and then THE PENS!  Life is good "
"4","1969710888","Sat May 30 00:57:12 PDT 2009","NO_QUERY","Christyxcore","Going to sleep. More SF stuff to do in the morning.  goodnight"
"4","1754007460","Sun May 10 04:33:02 PDT 2009","NO_QUERY","astrobabe76","U know sometimes I just look into my 3 babies eyes and I thank god everyday for them........They are  my life!! "
"0","1974755541","Sat May 30 13:46:50 PDT 2009","NO_QUERY","BiancaArevalo","@KatrinaSidonia peace out "
"0","1883118874","Fri May 22 08:02:18 PDT 2009","NO_QUERY","tyraslilsis","OMFG....I swear I den missd Tyra this whole week!!!!!!! WTF, oh I need to get my life together yo!!...I feel terrible  LOL"
"4","2054101155","Sat Jun 06 06:33:34 PDT 2009","NO_QUERY","TylerFyke","Goodmorning friends. It's so nice to not be working!! Going to badass to get my espresso to wake my butt up  have a good day everyone!"
"4","2174997999","Sun Jun 14 23:49:48 PDT 2009","NO_QUERY","nadhiyamali","@streetanchor well, i think u r saying that u r doing good   "
"0","2002041971","Tue Jun 02 02:57:02 PDT 2009","NO_QUERY","xodani","The last remaining survivor of Titanic, Millvina Dean, died yesterday.... so sad. "
"4","1556894821","Sun Apr 19 00:53:11 PDT 2009","NO_QUERY","CherubNKOTB","@JenniferCD Cool Jon just twitted he is skipping out on hob have fun girl "
"0","2241981628","Fri Jun 19 11:37:14 PDT 2009","NO_QUERY","LCobbies","@dianaoftheriver well some of us are making the best of our 3 year commitment to verizion "
"0","2207297214","Wed Jun 17 07:45:03 PDT 2009","NO_QUERY","amh__","offf to collect my sister from the bus stop,, IN THE RAIN!!! "
"0","2260767020","Sat Jun 20 19:44:29 PDT 2009","NO_QUERY","madsylvester","I actually got a rockin' gift for @Chauncey_Driver for fathers day. I hope he likes it. @atlnadia made fun of me for it "
"0","2219293067","Thu Jun 18 00:12:49 PDT 2009","NO_QUERY","andrew_fielding","@sarahjaneruby yeah im working sat/sun nights till midnight  really u excited?? i havnt seen the ads yet but i heard it looks awesome!"
"0","1694762113","Mon May 04 04:01:27 PDT 2009","NO_QUERY","daniooloo","Revision "
"0","2197180991","Tue Jun 16 13:26:56 PDT 2009","NO_QUERY","the_skua","drinking Citron Green from Adagio Teas  http://bit.ly/k4ilc  #steepster"
"0","2047935543","Fri Jun 05 14:24:21 PDT 2009","NO_QUERY","RichardT91","It was a nice summer while it lasted "
