"&amp;&amp; it's going to be so perfect that not even I will know what to do! Dreams are real, anything can become reality; iPROMISE! ","neg","NO_QUERY","0"
"@elizaheyheybeth yes we do! but i'm still a little pissed about ftsk ","pos","NO_QUERY","0"
"had an awesome rave last night ","neg","NO_QUERY","0"
"@monster_laura I sent at least 10 of those. Hope you're ok   come on msn if you want an inappropriate and drunken chat. xx","pos","NO_QUERY","0"
"Eating brigadeiro at 10 am. What a life ","neg","NO_QUERY","0"
"@ajkeen @billt I made a movie for that @martinamis guy and never found out what the prize was. Of course it was a send up of Night Train. ","neg","NO_QUERY","0"
"Enjoying some White Lime &amp; this beautiful weather for my last day in California! ","pos","NO_QUERY","0"
"@Lt_Algonquin Thanks so much ","neg","NO_QUERY","0"
"Hanging out With Miss Erika Joy tomorrow ","neg","NO_QUERY","0"
"wasting away in the wastelands of a devistated d.c. with my lazer rifle in hand and with hawkes the big ass mutant. yeah i love fallout 3 ","neg","NO_QUERY","0"
"@xNele i know. I know only two of my followers ","neg","NO_QUERY","0"
"Just can't get comfy in my bed tonight  maybe if I dream of the bed from vegas I might be able to sleep...","pos","NO_QUERY","0"
"@Bridget_D hey i aint mad at u for the run...love to eat...that's why i work out!! hit me up if u eva wanta runnin partner ","neg","NO_QUERY","0"
"@SupportSPN it still makes me seriously sad. I never got to say good bye. ","pos","NO_QUERY","0"
"gets lonely at nite with out him ","pos","NO_QUERY","0"
"Accidentally scrobbled a Pink Floyd song   Purposely scrobbled many Ike  Reilly songs though ","neg","NO_QUERY","0"
"@daLoved1 i am , but @LiZAmtle said hers was exactly one month laters, same day!  i am so old ","pos","NO_QUERY","0"
"TMH at Myx right now!!! WOOOOOOO! ","neg","NO_QUERY","0"
"i don't know why i'm doin my nails come Monday i'll be gettin back on my tractor i know they're gonna all break they always do ","pos","NO_QUERY","0"
"@DonnieWahlberg How will u make it up to us, all these fans that live on the otherside of the world who were so happy to see &amp; hear you? ","pos","NO_QUERY","0"
"Going for a bit. ","neg","NO_QUERY","0"
"I should be *freaking out* fainting and screaming for in now instead I am in bed with a splitting headache dosed on tablets ","pos","NO_QUERY","0"
"Had the longest walk home from school EVER! ","pos","NO_QUERY","0"
"People @ Me  I Like Talking To You Guys ","neg","NO_QUERY","0"
"Went to Harrogate for tea. Had Thai. Was really nice. Off home now. Been a good day. ","neg","NO_QUERY","0"
"6.81km in 30 mins..  new pb.","neg","NO_QUERY","0"
"@Timberwolf123 no worries! Just didn't want you to think I was slackn' lol! ","neg","NO_QUERY","0"
"@StevenJiba going to SO to see it? i still need to see it ","pos","NO_QUERY","0"
"YES, thank you ipod! how did you know that Gunships - Bedouin Soundclash was EXACTLY what i needed right now? wooo tunes ","neg","NO_QUERY","0"
"hey twitter. i'm having fun ","neg","NO_QUERY","0"
"I've eaten nothing all day. But I'm not hungry. So this is what it's like when you get 'past it'. Not in the ageing way. ","neg","NO_QUERY","0"
"@craigas I'll await your review on The Doves  Enjoy Champ x","neg","NO_QUERY","0"
"@avins - Thanks! We already did that today  #charity","neg","NO_QUERY","0"
"good morning, everyone  school now. off to tell the great tales of the boss &lt;3","neg","NO_QUERY","0"
"@Tee622 OUCH..    U AIIGHT OVA THERE?  GOTTA BE CAREFUL HOMIE","pos","NO_QUERY","0"
"@pressdarling YES! You know what sucks though, I already can't make the next one (financial) I'm down the coast    ","pos","NO_QUERY","0"
"i need SO much caffine to actaully keep me up ","pos","NO_QUERY","0"
"@billyraycyrus  should I bring bandaids to your show?  you're killin me!!!!","neg","NO_QUERY","0"
"woke up to an empty house...  ","pos","NO_QUERY","0"
"@sotodance come here and you sure will. I drag everyone that comes to visit to see Herbert ","neg","NO_QUERY","0"
"*ugh* this cold is just beating me down  Damn sinus headaches! &gt; Goodnight everyone.....","pos","NO_QUERY","0"
"i had a horrible migraine this morning! ","pos","NO_QUERY","0"
"@gigarcia I have some nerdy moments too.  I have to go to my Maths class now.  so boring. bye, have a good night or maybe day don't know","pos","NO_QUERY","0"
"I am a staveros flatley fan tho!!! ","neg","NO_QUERY","0"
"@countroshculla miss that too much ","pos","NO_QUERY","0"
"@riesquared I want cupcakes!  Sigh..I will be thinking of them all day long ","pos","NO_QUERY","0"
"@mickykewwy boooooooo. i dislike u. let me sleep peacefully. ","neg","NO_QUERY","0"
"@chriss_yst Awww, that is a gorgeous thing to say!  x","neg","NO_QUERY","0"
"Adam Savage is a screw up just like me! ","neg","NO_QUERY","0"
"just realized that her twitters have not been updating from her phone ","pos","NO_QUERY","0"
"trying not to eat...dinner tonight at the pearl st grill with my babe ","neg","NO_QUERY","0"
"I'm so tired now.. gotta sleep  Hope I can wake up for church at 9am. Tsk.","pos","NO_QUERY","0"
"@pennypower  It's probably one of those things where you sign in and the system sends an auto tweet even before you know what's going on ","pos","NO_QUERY","0"
"On The Phone With Abbie Man ","neg","NO_QUERY","0"
"Marks cousin gave us back our boa cause she is a Bitch while in her cage. ","pos","NO_QUERY","0"
"cleaned alll dayyyyyy phi wont buy me milk tea ","pos","NO_QUERY","0"
"ahhhhhhh siickness sux really bad. and colds suck aswell ","pos","NO_QUERY","0"
"@pandapoo And I thought *I* was your favourite! ","pos","NO_QUERY","0"
"just got stung by something on my neck it hurts like a bitch!!  but in a few i'm gonna cut the grass. hopefully nothng else attacks me !","pos","NO_QUERY","0"
"@twitchtheripper what you mean DM???  &amp;&amp;Ily ","neg","NO_QUERY","0"
"@Jamesizzle booooo. you never called meeee. ","pos","NO_QUERY","0"
"In bed, not at all well ","pos","NO_QUERY","0"
"Sunday night party at the pool. Pizza, friends, goood times ","neg","NO_QUERY","0"
"@JamieTrendy Me too BB t - 4 &amp; counting  #BB10 http://bit.ly/oqUu2 http://bit.ly/le3vJ http://bit.ly/uE7Kv ht... http://bit.ly/tKQxf","neg","NO_QUERY","0"
"Fucked up dinner.  the peanut noodles are way too spicy. Another failure.","pos","NO_QUERY","0"
"@niknangia thanks! it keep me sane ","neg","NO_QUERY","0"
"@Reemski cool - will be exciting to meet lots of peeps IRL ","neg","NO_QUERY","0"
"@Bwadoo  Sigh.  Did you bring lunch today?","pos","NO_QUERY","0"
"i am doing nothing :B life's boring ","pos","NO_QUERY","0"
"@_MikeNewton_ Hey .. How are you? ","neg","NO_QUERY","0"
"Taking care of piggy  ","pos","NO_QUERY","0"
"twitter api is maintaining  Tất cả các app g�?i api twitter đ�?u bị fail trong th�?i gian này. (twitterfox on firefox, tweetie on iphone ...)","pos","NO_QUERY","0"
"I eat rice with my kfc chicken.....WTF who doesn't! Feels fat....  but never will be. Going to work. Lol gunna sing with queenie all shift","pos","NO_QUERY","0"
"@ladygaga your song 'love games' is great. okay. but nobody knows the lyrics. everybody writes another lyrics. ;) it's complicated ","neg","NO_QUERY","0"
"@mpchristoffels I think I'm going to the Rose Festival at some point.  And hopefully hitting up the gay bars  ","neg","NO_QUERY","0"
"I just realized that the opening of true blood has a picture of some kid in a kkk outfit. ","pos","NO_QUERY","0"
"Thinks it's horrid when people get sick ","pos","NO_QUERY","0"
"Boys left port just a minute ago! Hasipfote grade eben nochmal gesch�ttelt  Cruise officially over! Now lets get this NYC!","neg","NO_QUERY","0"
"taking a nap.. I need a cuddle buddy  hmmm @tross24? hehe","pos","NO_QUERY","0"
"At the minute it is literally as hot in London as it is in Orlando  hurrah are we going to hve a fab summer?","neg","NO_QUERY","0"
"still can't follow @warrenellis  I click and click and nothing happens","pos","NO_QUERY","0"
"Beautiful day out but with Bruiser's torn pad...we are inside, no dog parks this weekend ","pos","NO_QUERY","0"
"skipping my last class! Im really sleepy! Didnt sleep too well last night ","pos","NO_QUERY","0"
"Who can teach me how things here works? ","neg","NO_QUERY","0"
"@emILLyschwindt thanks lady.... bummer for sure. ","pos","NO_QUERY","0"
"GABY :O - is finally on tumblr  http://tumblr.com/xj81x08lk","neg","NO_QUERY","0"
"@garyvee Coca-Cola.. would've been some Publix Lemonade but it's all gone ","pos","NO_QUERY","0"
"@Belgrade It's the Eye of Sauron  Hide your ring, Frodo ","neg","NO_QUERY","0"
"@redtricycle Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ","neg","NO_QUERY","0"
"lighting strikes my work  had to go in for a bit","pos","NO_QUERY","0"
"Saying goodbye to Boston  so sad","pos","NO_QUERY","0"
"okay now I really am pissed @thepjmorton and @ledisi were in concert in the ATL  together and I missed it ","pos","NO_QUERY","0"
"http://twitpic.com/6iwvz - My Mum's Cuisine - Service was really bad  too long a waiting time for bill, food n attention!","pos","NO_QUERY","0"
"@Cult_of_Angels  like mine  ","pos","NO_QUERY","0"
"@mandacrow good morning! ","neg","NO_QUERY","0"
"@MrsSOsbourne welcome ","neg","NO_QUERY","0"
"Today is a stressful day just to try to get things done ","pos","NO_QUERY","0"
"Tiff' Chan. &amp;We cannot afford Cue  http://yfrog.com/0vcyuj","pos","NO_QUERY","0"
"oh how sad, my Bella doesn't want a princess &amp; the pea set  She's requesting piles of mattresses for Bratz dolls instead. sigh.","pos","NO_QUERY","0"
"Eating breakfast at my desk, wishing my headache would go away ","pos","NO_QUERY","0"
"made a new video with audrey! ","neg","NO_QUERY","0"
"NEVER GIVE SOMEONE YOUR ALL IF THEY AIN'T GONNA GIVE NOTHING TO YOU.. i'm on my fly girl ish tudaii noone can stop me ","neg","NO_QUERY","0"
"@jaunty_j maybe the sooner we'll get frustrated. ","neg","NO_QUERY","0"
"@johnwinsthegold Ah man just saw you also have a headache  We can be woe-is-us in headache hell!","pos","NO_QUERY","0"
"@nickyPHRESH I'll just watch for you.  silly, I can't give my number. ;)","neg","NO_QUERY","0"
"@wuthutter репозиторий isoftru.ru/beta - в�?егда �?ама�? �?вежа�? вер�?и�? квик �?м�? и по�?ледние продукты.  В том же репозитории е�?ть QuickChat ;)","neg","NO_QUERY","0"
"Watching my sister run on the wii fit...she looks funny ","neg","NO_QUERY","0"
"ready for bed...can't wait for tomorrow, each boy has a baseball game and then THE PENS!  Life is good ","neg","NO_QUERY","0"
"Going to sleep. More SF stuff to do in the morning.  goodnight","neg","NO_QUERY","0"
"U know sometimes I just look into my 3 babies eyes and I thank god everyday for them........They are  my life!! ","neg","NO_QUERY","0"
"@KatrinaSidonia peace out ","pos","NO_QUERY","0"
"OMFG....I swear I den missd Tyra this whole week!!!!!!! WTF, oh I need to get my life together yo!!...I feel terrible  LOL","pos","NO_QUERY","0"
"Goodmorning friends. It's so nice to not be working!! Going to badass to get my espresso to wake my butt up  have a good day everyone!","neg","NO_QUERY","0"
"@streetanchor well, i think u r saying that u r doing good   ","neg","NO_QUERY","0"
"The last remaining survivor of Titanic, Millvina Dean, died yesterday.... so sad. ","pos","NO_QUERY","0"
"@JenniferCD Cool Jon just twitted he is skipping out on hob have fun girl ","neg","NO_QUERY","0"
"@dianaoftheriver well some of us are making the best of our 3 year commitment to verizion ","pos","NO_QUERY","0"
"offf to collect my sister from the bus stop,, IN THE RAIN!!! ","pos","NO_QUERY","0"
"I actually got a rockin' gift for @Chauncey_Driver for fathers day. I hope he likes it. @atlnadia made fun of me for it ","pos","NO_QUERY","0"
"@sarahjaneruby yeah im working sat/sun nights till midnight  really u excited?? i havnt seen the ads yet but i heard it looks awesome!","pos","NO_QUERY","0"
"Revision ","pos","NO_QUERY","0"
"drinking Citron Green from Adagio Teas  http://bit.ly/k4ilc  #steepster","pos","NO_QUERY","0"
"It was a nice summer while it lasted ","pos","NO_QUERY","0"
"@skinnymarie I wish that chocolate factory and the golden ticket is real.. ","pos","NO_QUERY","0"
"Just heard a terrible song. Shocked 2 find it was Kanye. ","pos","NO_QUERY","0"
"@brknglassstudio Oh no! It seems we both went to bed much too late. It's hard to go to sleep when you're having so much fun. ","neg","NO_QUERY","0"
"@honeytech Happy Morning! ","neg","NO_QUERY","0"
"@starafar thanks pat. ive tried ripping it with my realplayer but its not working. ","pos","NO_QUERY","0"
"classes start on the 22nd! YAY ","neg","NO_QUERY","0"
"alice is sad ","pos","NO_QUERY","0"
"@woutervugt Sure SP is more but collaboration is most of my focus. Like the approach and good to learn from others. Good points ","neg","NO_QUERY","0"
"@_Konker yes, SORRY I MISSED YOUR MESSAGES ON FACEBOOK ","pos","NO_QUERY","0"
"@qwefty23 I like Peter, too.   And Claire needs to gtfo, I don't like her at all.","neg","NO_QUERY","0"
"@AmplifiedEnt We didn't make it  Long story but everyone really needed some downtime. I hope it was awesome. We def need to talk more!","pos","NO_QUERY","0"
"@Charlie_Coward awesome. i'll definitely be out on allen somewhere next weekend. ","neg","NO_QUERY","0"
"@maori_chicksta1 they stole your stuff at work? :O that's even worse..i'm so sorry  *hugs* did you have insurance? x","pos","NO_QUERY","0"
